Name,Comment,Time,Likes,Reply Count
Erdi Gan,Test nanjak om,2022-11-22T01:25:37Z,0,0
Rahmat Agus,"Gada diesel, gaada manual, ga lagi leader frame, ga lagi rwd 😢",2022-11-22T01:23:50Z,0,0
Dragon Clawkai,Untuk orang&quot; Daerah mungkin agak kecewa karena FWD,2022-11-22T01:23:48Z,0,0
Agung Widz Channel,semua akan monokok dan fwd pada waktunya,2022-11-22T01:23:25Z,0,0
tegar setya,Belum banyak pemakai reborn keluar lagi yg baru Vario 160,2022-11-22T01:22:59Z,0,0
Syaiful Nur,"sayang banget diesel ditiadakan, padahal itu jagoannya innova",2022-11-22T01:22:23Z,1,0
Theo raya,Saya ada kijang super th 89 masih joss<br>Ngapain beli kijang baru harganya mahal tengahan milyar,2022-11-22T01:21:48Z,0,0
Dharmawan yogi,Mustinya namanya Toyota Zenix……..lebih keren….gak pake innova apalagi kijang,2022-11-22T01:21:40Z,0,0
AHP 10,Bismillah semoga bisa punya🤲,2022-11-22T01:21:21Z,0,0
Rifky Akbarsyah,Jadi bingung pilih antara harga 400jt atau yg 600jt. Sementara masih bertahan dengan Honda beat.,2022-11-22T01:21:08Z,0,0
Mustafa Safry,Bye bye cumi darat😭😭😭,2022-11-22T01:20:43Z,0,0
YAzieD20 02,Mirip datsun go 🥲🙄,2022-11-22T01:20:23Z,0,0
REZA NURSATRIAJP,Sdh hampir bs dipastikan habis ini om fitra lsg Spk 1 unit type Q deh 👍👍👍😁😁😁😍😍😍😍,2022-11-22T01:20:05Z,0,0
tegar setya,Mobil dan BBM murah,2022-11-22T01:19:49Z,0,0
Yudiyana Yudiyana,Oh ini yg di umpetin di Parkir P3 Grand hyatt...,2022-11-22T01:19:35Z,0,0
REZA NURSATRIAJP,Apapun konten nye kalo yg review om fitra autooo nontooonnn 👌👌👍👍👍,2022-11-22T01:19:13Z,0,0
Raffachannel,penggerak fwd oh no,2022-11-22T01:17:54Z,0,0
Theo raya,Itu gerak roda depan apa bekakang bang,2022-11-22T01:16:58Z,0,2
Kivat Marak,"Mobil lumayan, cuma harganya ketinggian menurut saya. Harusnya 450jt sudah yg QHV. Fiturnya semua ada di saingan lainnya yg jauh lebih murah.",2022-11-22T01:16:37Z,1,0
Edi Rebadi,"Jika mesin Diesel pada kijang disuntik mati, lalu gimana nasib Fortuner yg notabenya adalah memiliki basis mesin yg sama? akankah disuntik mati pula dan mengikuti jejak kijang?",2022-11-22T01:16:16Z,0,0
Ahmad kmield,Innova diesel di suntik mati 🙁,2022-11-22T01:16:06Z,0,0
Delly Ginting,"Fakta di lapangan terutama buat yang tinggal di sumatera, mobil penggerak roda belakang tetap lebih tangguh di berbagai medan jalan di sumatera. Buat fortuner, pajero, innova RWD,  avanza xenia RWD, Rush Teiros sepertinya bakalan tetap tinggi harganya di sumatera.",2022-11-22T01:16:05Z,5,4
Erick Ertanto,Selamat tinggal innova yg terkenal tangguh d medan berat. Najak&quot;sambil beban berat.,2022-11-22T01:15:54Z,0,0
Ricky Pioh,"Menurut saya Inova dengan Mesin Disel masih yg terbaik, terlepas dari desain dan fitur fiturnya. Karna Selain jauh lebih irit, perawatan yg lebih mudah dan juga lebih bertenaga.",2022-11-22T01:15:44Z,0,3
Fortuna Hore,Kalo mmg tenaga dan konsumsi bbm lbh baik dr diesel kyknya menarik ni,2022-11-22T01:14:36Z,0,0
AH chanel11,"Akhirnya toyota utk kijang baik hati banget, sunroof full disematkan",2022-11-22T01:14:05Z,1,0
Tio Presley,"Komentatornya good, bisa mnjelaskan secata cukup teratur..keren",2022-11-22T01:13:51Z,0,0
Dino Diary,Daihatsu Taruna body monocoque tapi RWD.,2022-11-22T01:12:48Z,0,0
Paman Thanos,matic semua ya,2022-11-22T01:12:23Z,1,0
Arena Koi,"Toyota gak pernah salah,, makin mantappp",2022-11-22T01:11:09Z,0,1
Suhartono Tono,Sekilas mirip rush,2022-11-22T01:09:00Z,0,0
Dimas Ari f,Honda harus lihat ini. Bikin hrv dan crv gitu gitu aja,2022-11-22T01:08:07Z,0,0
Roy Sidabutar,&quot;bantingannya terasa dewasa&quot;,2022-11-22T01:07:24Z,0,0
Eky Ramadhan,"Venturer diesel, ganti velg ngepasin fitment, modif stoplamp, modif headlamp. IHMO jauh lebih kece",2022-11-22T01:06:57Z,0,0
Mobile Legend TOP Gameplay,headlampnya mirip fortuner ya,2022-11-22T01:06:51Z,0,0
Putra Rizky,Sayang bgt hrs penggerak depan,2022-11-22T01:06:26Z,0,0
erfan suyudi,Sayang sekali tipe v tidak ada yg tss,2022-11-22T01:05:33Z,0,0
Risayogi Sitorus,"Itu baris ketiga beneran bisa tiga orang? Keliatan ada dudukan head rest sih. Tapi kok kayaknya maksa banget ya. Coba deh nanti kalau full review, request tes 3 orang duduk di belakang kayak gimana.",2022-11-22T01:03:12Z,0,0
Nibras Abdillah,Produk gagal menurut saya..<br>Jauh sama kijang reborn,2022-11-22T01:02:43Z,0,0
Andy Hardianto,"Termasuk mobil dengan nama terpanjang, sampai 4 kata, Toyota Kijang Innova Zenix.",2022-11-22T01:02:21Z,0,0
Zainal Abidin,Lebih baik diesel.<br>Ini akan mati pasaran...,2022-11-22T01:02:07Z,0,0
Arif Rahmat,"Mengikuti perkembangan teknologi bagus, tp menghilangkan identitas tdk boleh ladder frame dan rwd hrs dipertahankan di kijang",2022-11-22T01:01:42Z,0,0
najuwa meza Kalila TV,Gax ada varian diesel 👎👎,2022-11-22T01:01:17Z,0,0
Matthewus Hutabarat,"Innova di kenal akan diesel, ladder frame, 7 seater, performa dan RWD<br>kok sekarang monocoque, bensin / bensin+hybrid, 5+2 seater, FWD, Performa nya belom di ketahui,<br><br>sabar sabar yaa para driver lintas sumatera dan Jawa, serta para pengusaha Rental",2022-11-22T01:00:45Z,0,0
Budi Santoso,Plat nomornya jelek,2022-11-22T00:59:13Z,0,0
Eko Purwanto,"Kosong banget mesinnya, keliatan berantakan juga, toyota males banget ya bikin cover engine atas",2022-11-22T00:58:29Z,0,0
Ashif Habibi,Kecewa sebenernya gk ada varian M/T,2022-11-22T00:57:33Z,0,0
Ridhwan Konde,11.59 Ada bang Koboi tertangkap kamera,2022-11-22T00:57:09Z,0,0
MARQ batubara,Jdi penasaran sama innova ini.,2022-11-22T00:56:39Z,0,0
Alfaqir ila_rahmati_rabbih,Nyari mobil baru dibawah 100..,2022-11-22T00:56:38Z,0,0
Aziputra Cikal,Dari samping mirip lampu  belakang nya toyoyta rush ya,2022-11-22T00:55:37Z,0,0
beny marten,Tetep solar,2022-11-22T00:54:13Z,0,0
Danu Ibrahim,"sayang panel2 kayu nya diilangin, feel mewahnya jadi kurang ngena",2022-11-22T00:52:39Z,0,0
Angga Purbo,Aduh... belakangnya terios rush banget,2022-11-22T00:51:50Z,0,0
Sonny Widjajadi,"Kenapa yg seri G belom ada yg review, minimal perbedaan dng yg V atau Q ?",2022-11-22T00:51:31Z,0,0
Rifky Tidagtau,Veloz gagal diet,2022-11-22T00:51:28Z,0,0
Hutomo Bramantyo,Foglamp di sunat cooler box di sunat jok belum kulit dan elektrik,2022-11-22T00:51:22Z,0,0
Angga Purbo,Aduh... belakangnya terios rush banget,2022-11-22T00:51:17Z,0,0
Ferdiansyah,Mobil jelek kirain bagus kali kijang innova paling gak laku,2022-11-22T00:50:09Z,0,0
Muhammad Ivander Rasya,Tetap kijang diesel yg terbaik karena harga solar paling murah..Seefisien mobil Hybridnya kalau harus isi harga Pertamax 20.000/liter.. tetap lumayan,2022-11-22T00:49:20Z,0,1
Deddy WoXart,Tinggal Fortuner aja yg rwd tulen plus mesin dieselnya,2022-11-22T00:49:17Z,0,0
Aaron Sa,kok yg mata gw liat ini kayak avanza veloz lama yg di gedein kalo dari sudut depan 😂.. ga ada yg salah tetep bagus2 aja,2022-11-22T00:49:17Z,0,0
kang chuakzzz,"Walaupun masih sedikit overpriced, tapi ini adalah mobil keluaran toyota yg punya value for money paling tinggi sejauh ini. Dibanding produk2 sebelumnya, lumayan sudah ada peningkatan signifikan. Tinggal tunggu tar line up ny wuling victory masuk sini, lihat fitur dan harganya, baru bisa diadu ye. Btw, terima kasih produk2 seperti wuling dkk, yg udah bikin pabrikan jepun melek. Tapi hati2 yh wuling, ente jg terlihat mulai nambah2in margin profitnya nih ye. Lebih baik, pertahankan dulu format yg sama seperti kemarin2. Sebelum ente bisa minimal selevel pabrikan jepun, jangan main2 dulu dengan harga. Chuakzzz 😎",2022-11-22T00:48:28Z,23,9
whn88 channel,Sepertinya awal awal bakal kurang peminat.,2022-11-22T00:48:27Z,0,0
Joko Prasetyo,Masih Setia sama Kijang LGX Diesel 😂,2022-11-22T00:48:10Z,0,0
Heru Setiaji,Apa mobil impian temen-temen ?,2022-11-22T00:47:52Z,0,0
Calvin CH,Ganteng euy...😃😃😃,2022-11-22T00:46:52Z,0,0
Bintang Amaza,nunggu berita &quot;Kijang baru ga kuat nanjak&quot;,2022-11-22T00:44:47Z,0,0
Arif Munandar,"Semakin lama semakin punah penggerak belakang.. mulai dari Avanza, dan sekarang innova",2022-11-22T00:44:31Z,0,0
Damai Telaumbanua,sayang sekali gril depannya mirip² datsun. tp kabin dlmnya mantap banget,2022-11-22T00:44:25Z,0,0
Agus Kurniawan,"Jujur aja, bntuk nya jelek.... Bakalan gagal d pmasaran ni mnurut saya.",2022-11-22T00:42:48Z,0,0
helmy faisal,"goodbye RWD, goodbye MT yg selalu dibanggakan oleh user cap T. apakah kalian sekarang tidak ketar-ketir, hah?! <a href=""http://www.youtube.com/results?search_query=%23eh"">#eh</a>",2022-11-22T00:41:03Z,0,0
agan Saeutik,Kaya vw tiguan gk sih body nya,2022-11-22T00:41:01Z,0,0
Andre_BS888,Wanjir ada panoramic sunroof . Gokil,2022-11-22T00:40:55Z,0,0
Jerry Indra,Keren om fitra,2022-11-22T00:40:16Z,0,0
Abah Rempoa,Woow... Bakalan laku keras nih di Indonesia,2022-11-22T00:39:21Z,1,0
Mons kasep,"welcome zenix...keren,<br>biarkan aku tetep setia dengan vario 125fi<br>☺️",2022-11-22T00:39:08Z,0,0
Dimas Prihatmoko,"Mungkin maksud om Fitra perubahan Evolusioner.. Jd terbalik.<br><br>Revolusi: perubahan cepat cenderung jangka pendek dan minor change, contoh revolusi industri eropa terjadi 100th<br>Evolusi: perubahan yg lama cenderung jangka panjang &amp; major change, contoh hewan dr zaman prasejarah yg mengalami perubahan krna terus beradaptasi jutaan tahun.<br><br>anyway, nice otodriver, gercep bener updatenya! Sukses trus om fitraa 👍🏻",2022-11-22T00:38:52Z,0,0
Runova Channel,Menurut Sy label Kijang nya hrs hilang.  Cukup Innova.....,2022-11-22T00:38:25Z,0,0
Atlc Group,Wah sayang kalau nggak diesel sepertinya kurang garang..,2022-11-22T00:37:13Z,0,0
kholish syn,Model zenix ini seperti hiu kepala martin,2022-11-22T00:36:14Z,0,0
Masky Project ID,"Lain kali bisa kali om jeda video nunggu adzan selesai, beda cerita klo di dalam gedung (ruangan) mah lnjut gpp om solnya ngga terlalu kedengeran 🙏🏻",2022-11-22T00:35:42Z,0,0
erbi bunya,mantaaaaaappppppppppppppp,2022-11-22T00:35:31Z,0,0
enrico alex,Bantingan nya serasa dewasa,2022-11-22T00:35:00Z,0,0
Dicky Alya,Kecewa para pencinta inova<br>1. Penggerak blakang ❌<br>2. Disel ❌,2022-11-22T00:33:36Z,0,0
Yohan Mone,Lanjutkan epic journey dengan kijang Innova zenix🔥🔥,2022-11-22T00:33:05Z,1,0
Adi Prakosa,Emng paling oke. Bisa langsung review,2022-11-22T00:32:37Z,0,0
Jeffry Wijaya,suspensi depan masih double wishbone? karena ini salah satu kunci kenyamanan kijang,2022-11-22T00:32:09Z,0,0
musuh netizen tollol,Keren,2022-11-22T00:31:50Z,0,0
Rohman Ainur,"Keren untuk dashboardnya sebagai inspirasi <a href=""https://youtu.be/mcc7M7-ztJ8"">https://youtu.be/mcc7M7-ztJ8</a>",2022-11-22T00:28:17Z,0,0
Kang Raden,"Kesan pertama tampak depan seperti Toyota Veloz, Tampak Samping seperti Pajero Sport dan tampak belakang seperti Toyota Harrier hehehehe....",2022-11-22T00:27:34Z,1,1
Channel milk stroberry,Btw itu kenapa lewat jalur Bus way om..,2022-11-22T00:26:19Z,0,0
Iqbal Rafauzi,RIP kijang inova ngebul.. 😂,2022-11-22T00:25:53Z,0,0
Kintdragon,Fwd &amp; CVT 😂😂 Inova diesel ku gk akan tergantikan dengan model kek gini 🤣,2022-11-22T00:23:34Z,0,0
Daniel The,"Modelnya bkn MPV lg ini agak2 lari ke SUV,apa mau saingan ama CRV ya 😀😀",2022-11-22T00:22:40Z,0,0
Kang Must,Alhamdulillah semoga berefek over time nambah..,2022-11-22T00:22:26Z,0,0
Walk'n,Yg jelas nunggu facelift mobil ini sampe two tone velg nya muncul bru ganti dri reborn v diesel,2022-11-22T00:20:49Z,0,0
art ARYA,"Namanya panjang..... dan masih sematkan nama kijang, padahal dulu katanya pelan2 bakal tinggalkan nama kijang setelah innova lahir",2022-11-22T00:19:06Z,0,0
Jejak Si Boedi,Luar biasa,2022-11-22T00:18:36Z,0,0
Ikhsan Al-khorony Hanif.hadi.ikhsan,Tetep innova reborn coba qta liat pnjualan kdpanx apkah bnyak peminatx dg innova FWD psti RWD tetap trdepan bsa melibas di medan apapun,2022-11-22T00:17:39Z,0,0
FARHANNN27,Depan rush belakagg avanza,2022-11-22T00:16:46Z,0,0
Nia Kurnia,Stop lamp nya mirip Toyota rush,2022-11-22T00:16:23Z,0,0
RayDipta,"sekilas kap mesin mirip crv, pilar belakang jadi keinget harrier",2022-11-22T00:15:38Z,1,0
Mr I,Minimal pake RON brpa ya?,2022-11-22T00:14:50Z,0,0
wawan hendrawan,Akhirnya FWD dan CVT,2022-11-22T00:14:50Z,0,0
IVAN ADITYA SANTOSO,10 tahun kedepan mungkin ada varian listrik,2022-11-22T00:14:39Z,0,0
M Syafri,mantap bos 🤩😎😎,2022-11-22T00:13:39Z,1,0
Nia Kurnia,Mirip all new Avanza versi lebih panjang,2022-11-22T00:13:29Z,0,0
Roger Baretha,Aduhhh buat kami kalimantan sumatra jalan2 yg masih jelek tidak sprti dikota..kami butuh manual dn penggerak roda belakang. Yakin untuk seluruh kalimantan akan bsa dihitung yg mau beli zenix ini..sangat tdk recomended..dan asal mau tau pembeli terbanyak adalah wilayah seluruh kalimantan karena kebutuhan dgn jalan yg masih jelek2..bahkan dari mobil rebond smpai fortuner pajero smua kebutuhan lebih banyak dipakai ditambang batu bara krna pengerak roda belakang. Dn skrg innova jd penggerak roda depan auto kaga laku,2022-11-22T00:13:28Z,0,0
Hasan Tanzil Tanzil,Modelnya jelek,2022-11-22T00:11:15Z,0,0
PhitiChan,velg nya yg kurang menarik,2022-11-22T00:09:50Z,0,0
be channel,Lampu belakang kek new toyota rush😂,2022-11-22T00:09:01Z,0,0
Teja Nurhasby,"Dengan sebuah inovasi baru, kijang yg semakin ramah lingkungan dengan variasi hybrid di semua tipe jadi tambah keren meski sudah gk ada yg manualnya tapi udahan semuanya over all keren",2022-11-22T00:08:50Z,6,0
Dwi Cahyadi Noverdiansyah,Bener om kurang kijang😁,2022-11-22T00:08:48Z,0,0
Yogie santoso,Kenapa Diesel nya di delist??? Padahal bagus sekali,2022-11-22T00:08:29Z,0,0
Yulfitra Tour Guide,Apakah penggerak roda depan kuat ditanjakan?? Dan ini lah kendalanya dinegeri kita yg banyak perbukitan...klu tidak kuat ditanjakan...berarti movil Mobil hanya cocok diperkotaan saja,2022-11-22T00:06:08Z,0,0
murahbagus04,Keren jadi mobil mewah,2022-11-22T00:06:08Z,0,0
Arslan Emir Hidayat,Lampu belakang kalo dilihat sekilas mirip toyota rush sama xpander baru,2022-11-22T00:05:56Z,1,0
Edy Setya Nugroho,Ya elah..baru aja ambil v disel ehhhh ini keluar baru mak.....😢,2022-11-22T00:05:54Z,0,0
senseihEnRY,"Dengan rentang harga 460-610jtan, Toyota Kijang Innova Zenix Hybrid EV (what a mouthful) jelas menantang Wuling Almaz Hybrid di 470jt. Memang bukan sekelas dan sudah jelas siapa yang akan lebih laku di pasar Indonesia tapi bakal menarik kalau dikomparasi.<br><br>Lebih seru lagi kalau Wuling meluncurkan Jiachen (sebagai penerus Cortez) dengan penggerak hybrid dari Almaz dan dijual dengan harga di bawah 400jt.",2022-11-22T00:03:45Z,2,1
Muhamad Rizal Fawzi,Innova diesel second= STONK<br><br>Lampu = fortuner<br>Grill = veloz<br>Tengah kebelakang = rush<br>Itu opini saya aja ya,2022-11-22T00:03:15Z,0,0
Kurnia Wan,Waahh yang punya banyak duit bisa langsung dibeli nih buat mudik lebaran taon depan,2022-11-22T00:02:57Z,0,0
Raja Kurcaci,bingung harus memilih Innova Q EV hybrid atau Fortuner GR. 2.8,2022-11-22T00:02:09Z,0,0
Eggie Alfiansyah,Ini tampang depan dan belakang. Serta keseluruhan body. Lekuk2an nya bavus sih. First impresi dari libat nya aja lgs suka nih. Bagus.,2022-11-21T23:59:49Z,0,0
Adhi Mahendra,"Mantap, hbs almaz ev kluar kijang ev jg dgn power <a href=""https://www.youtube.com/watch?v=9IuEx6ACJQM&amp;t=11m12s"">11:12</a>. Soal fitur itu selera, harga y sesuailah. Klo almaz memang lbh rendah tp sesuai jg. Mau g mau kita hrs beradaptasi dgn kemajuan teknologi 👍",2022-11-21T23:59:30Z,0,0
Aji Pangestu,Bismillahirohmanirohim semoga allah mudahkan rezeki kita masing2 agar bisa memiliki mobil impian 🙏🏻,2022-11-21T23:59:23Z,0,0
Rock You,Mirip Lexus RX,2022-11-21T23:59:23Z,0,0
Witch Witch.,"Mirip banget Avanza<br>Sayang banget mesin 2GDnya udah ngga ada,padahal pake mesin itu asik",2022-11-21T23:59:13Z,0,0
Amiruddin Muslim Anshori,Akhirnyaa 4 rodanya cakram 😁,2022-11-21T23:58:50Z,0,0
hasnan mukti aji,Bagusan reborn,2022-11-21T23:58:47Z,0,0
Aldi Codot,"langsung jatuh cinta, tpi untuk sekarang masih cinta kijang kapsul, karna blm mampu beli innova zenix 😂",2022-11-21T23:57:45Z,0,0
surya pratama,Yang tersisa hanya spionnya,2022-11-21T23:56:42Z,0,0
rinal adlan,Depan nya mirip Avanza.. Belakang nya mirip Rush.. <br>TOYOTA minim Kreatifitas..<br>Kelihatan kurang mewah dengan Harga nya yg mahal..,2022-11-21T23:55:48Z,0,0
Apry Ankgie,"Senang sekali melihat review yg cukup positif dari otodriver, semoga diterima baik di pasaran dan saya banyak lemburan 😅",2022-11-21T23:55:22Z,27,0
Teguh Nurfitrian,Om tolong review yg tipe G bensinnya dong.yg bajed paling rendah..🙏😅,2022-11-21T23:55:18Z,0,0
slash\,Semoga honda intropeksi klo kemahalan.,2022-11-21T23:55:03Z,0,0
Kensi Raziel,Road noise nya gmn tu ya? Secara voxy dan corolla cross road noise nya parah.. ga enak.,2022-11-21T23:53:13Z,0,0
Ahmad Sentanu,Kesimpulan....tidak ada orng pendek yg bkrja sbgai kru otodriver....,2022-11-21T23:52:56Z,0,0
Naznin Hijab,"Alhamdulillah sllu bersyukur,msh bertahan dgn reborn Type G terendah, smg bs upgrade suatu saat nanti ke innova zenix type Q Hybrid",2022-11-21T23:52:32Z,5,0
Case Mul,"Kijang Innova ... sudah masuk kelas &quot;mendang-mending&quot; ... Pembeli sering bandingin, belinya jarang 😊. Sekalian SUV dah ... nunggu Fortuner yg hybrid spt ini, baru pikir tukar tambah, dex mahal sih 🤔😊",2022-11-21T23:51:10Z,0,0
INDONESIA MAJU,Kenapa anda tidak mau menyebutkan kalau ini ada kesananya dengan (RUSH/Avanza),2022-11-21T23:49:06Z,0,0
Bang Satria ajja,"3 point yg shrsny ttp dperthankan, sasis,rwd dan transmisi ad pilihan manual",2022-11-21T23:47:50Z,0,0
suhari gmp,Secara tdk langsung innova sudah berpisah dng fortuner sang saudaranya. Good by RWD welcome hybrid,2022-11-21T23:47:31Z,0,0
Wildan Nabhan,lampu belakangnya mirip2 toyota rush,2022-11-21T23:46:27Z,0,0
Choky S,"jadi kebanyakan emblem gini kayak DFSK, well suka mesin dan interiornya",2022-11-21T23:46:12Z,0,0
jaklom ubanada,Innova yg belum 4x4,2022-11-21T23:46:07Z,0,0
Agus Eko,Perkawinan veloz &amp; rush jdi lah inova.... P,2022-11-21T23:45:36Z,0,0
Antonius Baskoro,Cortez hybrid.. keluar lah.. wkkk..wkk,2022-11-21T23:44:10Z,0,0
Apri Yanto,"disel sdh ngak ada, tidak ada lagi cumi cumi darat😭",2022-11-21T23:43:47Z,0,0
Diecast And Automotive,"Lebay kali Fitra Eri nih, dikasih kaya fitur dibilang kelewat canggih untuk Kijang, giliran pelit fitur dibilang Toyota sombong, emang manusia gak bersyukur.",2022-11-21T23:43:25Z,0,0
ndak og,Gillakkkk sempet skeptis sama mesinnya ternyata power &amp; torsi nya gede jg ya<br>Yg non hybrid aja udah 170 an hp,2022-11-21T23:43:02Z,0,0
Fazel Channel,"Alhamdulillah masih bisa nyimak inova new, salam pengguna veloz 🤭",2022-11-21T23:41:37Z,0,0
VIZATA,"<a href=""http://www.youtube.com/results?search_query=%23fitraeri"">#FitraEri</a> terlihat terus menjaga agar penggemar OtoDriver tetap stay tuned dichannel ini.<br>Agar tidak ditinggal penggemarnya seperti channel AutoNetMagz yang di tinggal <a href=""http://www.youtube.com/results?search_query=%23ridwanhanif"">#RidwanHanif</a> ... 😒",2022-11-21T23:41:34Z,1,0
Wisnu Saputra,velg nya ganti 19inch jadi deh fortuner 😀,2022-11-21T23:40:19Z,0,0
Jihan alexa Miekiela gwenevra,"11 tahun Mungkin sudah saat nya pindah ke Toyota, tapi Nissan dan hyundai masih tersimpan di memori ternyaman di kelasnya, galau oi",2022-11-21T23:40:05Z,0,0
Hilmi_ SA,Dari body samping belakang sekilas mirip seperti rush ya?!<br>Karakter innova nya jadi kurang kental,2022-11-21T23:39:17Z,0,0
PM Studio,"Bismillahirrahmanirrahim minta doa nya semoga saya maupun kiita semua yg baca dan like,  diberi ijin oleh Allah untuk memiliki nya..... 🤲🏿🤲🏿Aamiin",2022-11-21T23:37:03Z,0,0
R.M.G chanel,Apa ini yg di pakek Vidio clip NOAH BAND,2022-11-21T23:32:47Z,0,0
Bharada,Udah bukan kijang itu,2022-11-21T23:32:45Z,0,0
bakoel tas,Semoga kebeli,2022-11-21T23:32:14Z,0,0
top 1,TETAP REBORN DIESEL..RAJA TANJAKAN...MANTABS,2022-11-21T23:30:43Z,3,0
rbc21,"toyota keluarin produk yg bikin greget, sy terimakasih ke wuling almaz. persaingan yang menguntungkan konsumen",2022-11-21T23:30:40Z,0,0
Aad Nza,Semuanya akan FWD pada masanya.... <br><br>Bye bye RWD....,2022-11-21T23:30:32Z,0,0
Fayshal Halvy Tastaftiyan,Fanatik RWD + Diesel Ketar Ketir Wkwkw,2022-11-21T23:30:23Z,0,0
Yusup Aljabar,Mobil impian kijang Inova reborn diesel gantengnya,2022-11-21T23:30:10Z,1,0
Mr Zyan Id,Masih jatuh cinta sama kijang Innova dieser 2.5L 😆,2022-11-21T23:29:53Z,4,1
kaconk madhureh,Kurang bersahabat dg jalanan offroad,2022-11-21T23:29:45Z,0,0
Baskara Mahardisatya,"Udh muncul zenix,, semoga bisa kebeli reborn deh gantiin LGX",2022-11-21T23:29:14Z,0,0
Tasya,Keren ini Mah 😎😎,2022-11-21T23:28:21Z,0,0
Enter Omara,"<a href=""https://www.youtube.com/watch?v=9IuEx6ACJQM&amp;t=4m40s"">4:40</a> mesin diesel memang bensinnya hemat karena dia pake solar cak hahaha",2022-11-21T23:28:14Z,0,0
fery s,Wkwkw...yg koar2 penggerak belakang mana neeeeh🤣,2022-11-21T23:28:00Z,0,0
Kuchenk Oren,Die hard RWD menangis melihat ini..<br><br>Wkwk..,2022-11-21T23:27:27Z,0,0
Bjoko,"Generasi sebelumnya bisa di segala medan, sekarang spertinya hanya jadi Citycar",2022-11-21T23:26:10Z,0,0
Wetan Progo,Veloz versi bongsor..mantaap!!,2022-11-21T23:26:05Z,0,0
Traa,Gimana ga laris inova di indonesia rata rata di pake buat travel 😅,2022-11-21T23:25:44Z,0,0
Pangkalan Bun,Fokus suara azan yg merdu dan indah&#39;,2022-11-21T23:25:42Z,0,0
Rio Revanando,Rawatlah Diesel Anda kalau Punya krna Harga nya akan semakin Menggila 😀,2022-11-21T23:24:15Z,13,0
Harlanto Pandapotan,"Semua fitur bs di custom.<br>Panoramic roof mostly g bakal kepake, cuma  awal2 aja euforianya.<br>Electric park, lebih awet manual<br><br>Yang penting dan g ad yg di baru  :<br>Diesel<br>Tarikan belakang<br>2 diatas yanh bikin innova mobil keluarga yang nyaman namun bs babat alas",2022-11-21T23:24:12Z,0,1
muslim tolol,YAH BERKURANG YAH PASSENGERNYA ??? DULU KIJANG 2010  ITU BISA 8 ORANG KIJANG KAPSULE BISA 9 ORANG (HADAP HADAPAN)  KOK SEKARANG CUMAN 6/7 ORANG ???,2022-11-21T23:24:11Z,0,0
Taruna Mahananta,"kata om fitra lampu blkg kaya land crusier, kalo gua kaya rush🤔",2022-11-21T23:23:17Z,0,0
Frans iskus,Tp bukannya baterai hybridnya mahal juga ya . Kalau baterainya juga mahal ntar kalau dihitung2 cost nya bukan sama aja kalau pakai diesel ya,2022-11-21T23:23:08Z,0,0
Irwan Bresnef,Dear Mr.Fitra Alangkah baiknya biarkan adzan berkumandang dahulu sampai selesai baru lanjutkan lagi Riview Innovanya..,2022-11-21T23:22:54Z,1,0
ARSN CHANNEL,ruang mesin terlihat kopongg😅,2022-11-21T23:22:08Z,0,0
Eko Susilo,Terima kasih wuling,2022-11-21T23:20:48Z,0,0
Desta Bagus,Semua akan FWD PD waktunya,2022-11-21T23:20:43Z,0,0
Masri A. Harahap,"Ntah knpa, gk suka dgn modelnya.. mash jauh lebih elegan innova reborn/venturer.. model penggerak depan jga buatku mmbuat hilang selera...!!",2022-11-21T23:20:29Z,0,0
RH,"Untuk nutupin Inflasi<br>A: Ayo kita naikkan harga ribun<br>B : Gak bisa pak, nnti kacau kalo kita naikkan banyak<br>A : Ya uda ganti model aja trus naikin banyak",2022-11-21T23:16:41Z,1,0
AD Production,"Lampu depan lampu belakang, yg buat PT ichikoh mantap si zenix",2022-11-21T23:16:37Z,0,0
Raja Kurcaci,kalau om fitra jelasin secara revolusi,2022-11-21T23:16:36Z,0,0
Okky Miraza TV,"Model dah bagus dan features dah ok.. tapi sayang Toyota masih pelit gak kasih velg racing r18, klo dikasih velg racing lebih besar pasti lebih sempurna penampilan Innova Zenix. 🤣👍",2022-11-21T23:14:44Z,2,2
sukri yusuf,Saat ini sy baru bisa miliki kijang sgx 97<br>Muda&quot;han bisa juga miliki kijang innova generasi terbaru ini,2022-11-21T23:14:31Z,0,0
Anak Sidikalang,Kereeenn oomm..,2022-11-21T23:13:54Z,0,0
Said Arif,Cocok lawan CR-V lebih mending mn,2022-11-21T23:12:01Z,0,0
Irwan Sujiento,Maaf Toyota..tapi saya masih tetap cinta  Innova diesel anda,2022-11-21T23:11:22Z,0,0
sukri yusuf,Wow innova tambah keren👍,2022-11-21T23:11:14Z,0,0
Irzain Primary,om fit ambles ga bagian buritan kalau diisi full penumpang?,2022-11-21T23:11:09Z,0,0
Ard 23,Toyota mendukung penggunan solar subsidi tepat sasaran 😁🤭🤭,2022-11-21T23:10:18Z,0,0
31. satya adi,mungkin saat ini masih suka sama reborn disel tapi gatau kalo udah ketemu zenix dijalan 🤣,2022-11-21T23:09:24Z,15,0
Giga muslims,Lampu stoplamp belakang innova zenix nya macam lampu nya toyota rush,2022-11-21T23:08:06Z,0,0
